title,abstract,source_url,target_url,authority,authority_url
Road Area,Een Roadarea is een gebied bedoeld voor het vervoer over een weg.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/dae8f9e3-99af-4d21-9feb-29f2a1693077,https://service.pdok.nl/kadaster/tn/wms/v1_0?request=GetCapabilities&service=WMS,kadaster,https://www.kadaster.nl
Vervoersnetwerken - Waterwegen - Netwerk (INSPIRE geharmoniseerd) WMS,Dit is de web map service van het INSPIRE thema Vervoersnetwerken - Waterwegen geharmoniseerde datasets van alleen de vaarwegvakken en kilometermarkeringen uit het NWB - Vaarwegen. ,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/98de248e-5500-49f5-8bcc-a0a85939ed84,https://service.pdok.nl/rws/vervoersnetwerken/waterwegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Boei,"Een drijvend object dat aan de bodem is afgemeerd in een (in kaart gebrachte) plaats, als hulpmiddel bij het navigatie of voor andere specifieke doeleinden.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/98de248e-5500-49f5-8bcc-a0a85939ed84,https://service.pdok.nl/rws/vervoersnetwerken/waterwegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Verkeersscheidingsstelselkruising,Een afgebakend gebied waar vaarwegen elkaar kruisen.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/98de248e-5500-49f5-8bcc-a0a85939ed84,https://service.pdok.nl/rws/vervoersnetwerken/waterwegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Waterweglink,Een lijnvormig ruimtelijk object in het watertransportnetwerk dat de geometrie of connectiviteit  tussen twee opeenvolgende vaarwegvakken of knooppunten van vaarwegen verbindt voor de scheepvaart.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/98de248e-5500-49f5-8bcc-a0a85939ed84,https://service.pdok.nl/rws/vervoersnetwerken/waterwegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Verkeersscheidingsstelselscheider,Een zone die de vaarroutes scheidt waarin schepen tegengesteld of bijna tegengesteld varen of het scheiden van vaarwegen die aangewezen zijn voor bepaalde klassen van schepen die in dezelfde richting varen.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/98de248e-5500-49f5-8bcc-a0a85939ed84,https://service.pdok.nl/rws/vervoersnetwerken/waterwegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Markeerstok,"Referentiemarkering in een vervoersnetwerk, meestal met regelmatige tussenpozen, die de afstand aangeeft vanaf het begin van de route, of een ander referentiepunt, tot het punt waar de markering zich bevindt.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/98de248e-5500-49f5-8bcc-a0a85939ed84,https://service.pdok.nl/rws/vervoersnetwerken/waterwegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Baken,Een prominent speciaal geconstrueerd object dat een opvallend merkteken vormt als vast hulpmiddel bij navigatie of voor gebruik bij hydrografisch onderzoek.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/98de248e-5500-49f5-8bcc-a0a85939ed84,https://service.pdok.nl/rws/vervoersnetwerken/waterwegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Waterwegknooppunt,Een puntvormig ruimtelijk object in het watertransportnetwerk dat de connectiviteit  tussen twee verschillende vaarwegvakken.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/98de248e-5500-49f5-8bcc-a0a85939ed84,https://service.pdok.nl/rws/vervoersnetwerken/waterwegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Vervoersnetwerken - Wegen - Netwerk (INSPIRE geharmoniseerd) WMS,De wms Vervoersnetwerken - Wegen - Netwerk bevat het transportnetwerk en fysieke objecten die verbonden zijn aan transport over wegen.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/53607349-a178-4129-b9c1-4d993b157fd6,https://service.pdok.nl/rws/vervoersnetwerken/wegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Weggebied,"Oppervlak dat zich uitstrekt tot aan de grenzen van een weg, inclusief voertuiggebieden en andere delen daarvan.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/53607349-a178-4129-b9c1-4d993b157fd6,https://service.pdok.nl/rws/vervoersnetwerken/wegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Wegknooppunt,Een punt object dat de of de verbinding weergeeft tussen twee road links of significant ruitmelijk object zoals een rotonde of een benzinestation,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/53607349-a178-4129-b9c1-4d993b157fd6,https://service.pdok.nl/rws/vervoersnetwerken/wegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Markeerstok,"Referentiemarkering in een vervoersnetwerk, meestal met regelmatige tussenpozen, die de afstand aangeeft vanaf het begin van de route, of een ander referentiepunt, tot het punt waar de markering zich bevindt.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/53607349-a178-4129-b9c1-4d993b157fd6,https://service.pdok.nl/rws/vervoersnetwerken/wegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Weglink,"Een lineair ruimtelijk object dat de geometrie en connectiviteit van een wegennet tussen twee punten in het netwerk beschrijft. Wegverbindingen kunnen paden, fietspaden, enkelbaanswegen, meerbaanswegen en zelfs fictieve trajecten over verkeerspleinen voorstellen.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/53607349-a178-4129-b9c1-4d993b157fd6,https://service.pdok.nl/rws/vervoersnetwerken/wegen/wms/v1_0?request=GetCapabilities&service=WMS,rws,https://www.rijkswaterstaat.nl
Vierkant 1 kilometer bij 1 kilometer Nederland LAEA WMS,"Het bestand vierkant 1 km2 Nederland bevat alle vierkanten van 1 kilometer bij 1 kilometer gelegen boven land van Nederland, afgeleid door Eurostat. De dataset bevat een kolom waarvan de naam de EPSG-code vermeld van de projectie van het onderliggend gebied waarop de vierkanten als rechthoekig net betrekking hebben (Voor ETRS89-LAEA is dat 3035) en de grootte van het vierkant (1000 meter bij 1000 meter). Aan ieder vierkant wordt een codering toegekend afgeleid van het linksonderpunt van het vierkant, opgebouwd uit een Oost en een Noord coördinaat. Zowel de x-coördinaat als de y-coördinaat van het linksonderpunt is een veelvoud van 1000 meter en wordt in gehele meters aangegeven. De y-coördinaat wordt weergegeven als N(orth) en de x-coördinaat als E(ast).",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/b91ca027-7b58-485c-a8ab-6e7bfe0fe68e,https://service.pdok.nl/cbs/vierkant1kmlaea/wms/v1_0?request=GetCapabilities&service=WMS,cbs,https://www.cbs.nl/
Vierkant 1 kilometer bij 1 kilometer Nederland LAEA,"Het bestand vierkant 1 km2 Nederland bevat alle vierkanten van 1 kilometer bij 1 kilometer gelegen boven land van Nederland, afgeleid door Eurostat. De dataset bevat een kolom waarvan de naam de EPSG-code vermeld van de projectie van het onderliggend gebied waarop de vierkanten als rechthoekig net betrekking hebben (Voor ETRS89-LAEA is dat 3035) en de grootte van het vierkant (1000 meter bij 1000 meter). Aan ieder vierkant wordt een codering toegekend afgeleid van het linksonderpunt van het vierkant, opgebouwd uit een Oost en een Noord coördinaat. Zowel de x-coördinaat als de y-coördinaat van het linksonderpunt is een veelvoud van 1000 meter en wordt in gehele meters aangegeven. De y-coördinaat wordt weergegeven als N(orth) en de x-coördinaat als E(ast).",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/b91ca027-7b58-485c-a8ab-6e7bfe0fe68e,https://service.pdok.nl/cbs/vierkant1kmlaea/wms/v1_0?request=GetCapabilities&service=WMS,cbs,https://www.cbs.nl/
Vierkant 500 meter bij 500 meter Nederland WMS,"Het bestand vierkant 500 meter bij 500 meter bevat alle vierkanten van 500 meter bij 500 meter gelegen boven land van Nederland, aangevuld met grotere wateren. De dataset bevat een kolom waarvan de naam de EPSG-code vermeld van de projectie van het onderliggend gebied waarop de vierkanten als rechthoekig net betrekking hebben (Voor RD new is dat 28992) en de grootte van het vierkant (500 meter bij 500 meter). Aan ieder vierkant wordt een codering toegekend afgeleid van het linksonderpunt van het vierkant, opgebouwd uit een Oost en een Noord coördinaat. Zowel de x-coördinaat als de y-coördinaat van het linksonderpunt is een veelvoud van 500 meter en wordt weergegeven in hectometers. De y-coördinaat wordt weergegeven als N(orth) en de x-coördinaat als E(ast).",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/2a00b763-5f45-450f-96cf-795649e25f3a,https://service.pdok.nl/cbs/vierkant500m/wms/v1_0?request=GetCapabilities&service=WMS,cbs,https://www.cbs.nl/
Vierkant 500 meter bij 500 meter Nederland NL,"Het bestand vierkant 500 meter bij 500 meter bevat alle vierkanten van 500 meter bij 500 meter gelegen boven land van Nederland, aangevuld met grotere wateren. De dataset bevat een kolom waarvan de naam de EPSG-code vermeld van de projectie van het onderliggend gebied waarop de vierkanten als rechthoekig net betrekking hebben (Voor RD new is dat 28992) en de grootte van het vierkant (500 meter bij 500 meter). Aan ieder vierkant wordt een codering toegekend afgeleid van het linksonderpunt van het vierkant, opgebouwd uit een Oost en een Noord coördinaat. Zowel de x-coördinaat als de y-coördinaat van het linksonderpunt is een veelvoud van 500 meter en wordt weergegeven in hectometers. De y-coördinaat wordt weergegeven als N(orth) en de x-coördinaat als E(ast).",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/2a00b763-5f45-450f-96cf-795649e25f3a,https://service.pdok.nl/cbs/vierkant500m/wms/v1_0?request=GetCapabilities&service=WMS,cbs,https://www.cbs.nl/
Vogelrichtlijn Verspreiding van Soorten WMS,Kaart met de verspreiding van soorten voor de Artikel 12 rapportage Vogelrichtlijn periode 2007 - 2012,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/3e6e285e-f0f0-4bb8-b14f-a9d1b9ea62a7,https://service.pdok.nl/rvo/vogelrichtlijnsoorten/wms/v1_0?request=GetCapabilities&service=WMS,rvo,https://www.rvo.nl/
Vogelrichtlijn verspreiding van soorten,Kaart met de verspreiding van soorten voor de Artikel 12 rapportage Vogelrichtlijn periode 2007 - 2012,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/3e6e285e-f0f0-4bb8-b14f-a9d1b9ea62a7,https://service.pdok.nl/rvo/vogelrichtlijnsoorten/wms/v1_0?request=GetCapabilities&service=WMS,rvo,https://www.rvo.nl/
Vogelrichtlijn verspreidingsgebied van soorten WMS,Kaart met het verspreidinggebied van soorten voor de Artikel 12 Vogelrichtlijn rapportage periode 2007 - 2012,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/6aa19280-e67c-4184-b916-6d47e9414bbc,https://service.pdok.nl/rvo/vogelrichtlijngebieds/wms/v1_0?request=GetCapabilities&service=WMS,rvo,https://www.rvo.nl/
Vogelrichtlijn verspreidingsgebied van soorten,Kaart met het verspreidinggebied van soorten voor de Artikel 12 Vogelrichtlijn rapportage periode 2007 - 2012,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/6aa19280-e67c-4184-b916-6d47e9414bbc,https://service.pdok.nl/rvo/vogelrichtlijngebieds/wms/v1_0?request=GetCapabilities&service=WMS,rvo,https://www.rvo.nl/
Waterschappen Administratieve eenheden (INSPIRE geharmoniseerd) WMS,De dataset Waterschappen Administratieve eenheden INSPIRE bevat de geharmoniseerde waterschapsgrenzen. De waterschapsgrens is de grens van het grondgebied onder het bestuur van een waterschap. ,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/f7bcefa1-6878-4eb7-b65a-d19b23b49f96,https://service.pdok.nl/hwh/administratieve-eenheden/waterschapsgrenzen/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Waterschappen Administratieve eenheden (INSPIRE geharmoniseerd),De dataset geeft informatie over de waterschapsgrenzen. Waterschapsgrens: Grens van het grondgebied onder het bestuur van een waterschap. Bron: AquoLex v11 (afgeleid) www.aquo.nl,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/f7bcefa1-6878-4eb7-b65a-d19b23b49f96,https://service.pdok.nl/hwh/administratieve-eenheden/waterschapsgrenzen/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Waterschappen Hydrografie (INSPIRE geharmoniseerd) WMS,"Deze dataset is gebaseerd op (niet geharmoniseerde) data van alle waterschappen in Nederland conform INSPIRE. De dataset bevat de volgende INSPIRE objecten: CrossingLine, CrossingPoint, DamOrWeir, DrainageBasin, Embankment, Lock, Sluice, Watercourse.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/871a58f8-c9f1-41a4-be37-0f059e0f886f,https://service.pdok.nl/hwh/hydrografie/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Waterbody,Watercourse,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/871a58f8-c9f1-41a4-be37-0f059e0f886f,https://service.pdok.nl/hwh/hydrografie/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Catchment,Drainage basin,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/871a58f8-c9f1-41a4-be37-0f059e0f886f,https://service.pdok.nl/hwh/hydrografie/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Man-made Object,"Crossing line, crossing point, dam or weir, sluice, embankment, lock.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/871a58f8-c9f1-41a4-be37-0f059e0f886f,https://service.pdok.nl/hwh/hydrografie/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Waterschappen Keringen IMWA WMS,"Deze dataset is gebaseerd op (niet geharmoniseerde) data van alle waterschappen in Nederland conform het Informatiemodel water (IMWA). De dataset bevat de volgende IMWA objecten:Basismateriaal, Bodemlaag, FilterVlijlaag, FlexibeleWaterkering, Geotextiel, KenmerkendeProfiellijn, Kistdam, Referentiepunt, Toplaag, Uitvullaag, Wandconstructie, Waterkering en Waterkeringsectie.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Kenmerkende profiellijn,Lijnvormige elementen waarmee bepaalde kniklijnen van het dijklichaam worden vastgelegd.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Toplaag,"Buitenste verdedigingslaag van een talud, bestaande uit in verband geplaatste elementen. Voorbeelden; asfalt, betonbekleding, gras, steenzetting.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Basismateriaal,Bovenste laag van het grondlichaam onder de bekledingsconstructie.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Referentiepunt,"Punt dat gebruikt wordt als referentie aanduiding. Voorbeelden; punt op de kaart van oud stelsel, dijkpalen, raaipalen.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Uitvullaag,"Vlijlaag: Een tussenlaag in de bekledingsconstructie  met filterfunctie, bestaande uit één of meer lagen plat gelegde bakstenen die in verband zijn geplaatst.Uitvullaag: Een dun laagje granulair materiaal, bedoeld om oneffenheden van het oppervlak van de laag eronder op te vullen, zodat een vlak oppervlak voor het plaatsen van de toplaagelementen wordt verkregen.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
FilterVlijlaag,Een tussenlaag in de taludbekleding die uitspoeling van fijnkorrelig materiaal uit de ondergrond door de bovenliggende laag van de bekleding voorkomt.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Flexibele Waterkering,Constructie met een waterkerende functie die bij extreme waterstanden zorgt voor de kerende hoogte.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Wandconstructie,Een zelfstandige constructie die verticaal geplaatst is met als doel water of grond te keren.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Geotextiel,"Een vlak doorlatend weefsel of vlies, in contact met grond en/of andere materialen toegepast in geotechnische en civieltechnische constructies.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Waterkeringsectie,Deel van een waterkering met min of meer gelijke eigenschappen.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Waterkering,"Een waterkerende en/of scheidende, kunstmatige of natuurlijke hoogte of hooggelegen gronden inclusief de daarin aanwezige waterkerende elementen. Voorbeelden; dijken, dammen, duinen, kunstwerken en hoge duinen.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Bodemlaag,Een laag in de bodem of de ondergrond met volgens de modelleringsregels van het aan het gebied ten grondslag liggende bodem en ondergrondmodel gelijke bodemkundige en/of aardkundige kenmerken.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Kistdam,"Een kistdam is een grond- en/of waterkerende constructie bestaande uit twee gekoppelde damwanden, waartussen zich grond of een andere vulmassa (meestal granulair materiaal) bevindt.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/e55d0ae4-fd31-440f-8faa-9e28dcc7a5a5,https://service.pdok.nl/hwh/keringenimwa/wms/v2_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Waterschappen Kunstwerken IMWA WMS,"Deze dataset is gebaseerd op (niet geharmoniseerde) data van alle waterschappen in Nederland conform het Informatiemodel water (IMWA). De dataset bevat de volgende IMWA objecten: afsluitmiddel, aquaduct, bodemval, brug, coupure, drainagebuis, drainageput, duiker, gemaal, hevel, put, sifon, sluis, stuw, vastedam, vispassage, voorde, vuilvang en zandvang.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Stuw,Vaste of beweegbare constructie in het water die dient om de waterhoogte bovenstrooms en/of benedenstrooms van de constructie te regelen.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Voorde,"Een doorwaadbare, doorgaans verharde, plaats in de waterloop, die dient voor de oversteek van die waterloop.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
DrainageBuis,Ondergronds gelegen buis met doorlatende c.q. geperforeerde wand die dient voor de afvoer van grondwater.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Vuilvang,Een voorziening om de waterloop dan wel één of meerdere objecten benedenstrooms te vrijwaren van drijvend vuil en dergelijke.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Bodemval,Sprong in de bodem van een waterloop.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Duiker,"Een kokervormige constructie met als doel de wederzijdse verbinding tussen oppervlaktewater te waarborgen, waarbij in principe de bodem van de waterloop, in tegenstelling tot die van de brug, wordt onderbroken.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Vispassage,Een kunstmatige passage ten behoeve van de vistrek bij kunstwerken in wateren.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Gemaal,"Een gemaal dient in principe om water van een laag peil naar een hoog peil te brengen, waarvan de noodzaak kan liggen in wateroverschot aan de lage kant (afvoer) of in waterbehoefte in het gebied aan de hoge kant (aanvoer).",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Zandvang,Inrichting in een waterloop die dient om het door het water meegevoerde zand te laten bezinken.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Afsluitmiddel,Een beweegbare constructie met als doel een waterkerende functie te kunnen vervullen.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Aquaduct,Een kunstwerk waarmee een waterloop in een open constructie over een weg of andere waterloop wordt gevoerd.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Brug,"Civielkundige constructie die doorgang verschaft voor voetgangers, dieren, voertuigen en diensten boven obstakels of tussen twee punten op een hoogte boven de grond.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Sluis,"Een kunstmatige, beweegbare waterkering die de verbinding tussen twee wateren kan afsluiten of openstellen en daartoe van deuren of schuiven is voorzien.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Put,"Verticale waterdichte constructie, toegepast om leidingen aan te sluiten, van richting of niveau te veranderen, om toegang te verschaffen aan personeel en/of apparatuur voor inspectie en onderhoud, en om beluchting en ventilatie mogelijk te maken.",https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
DrainagePut,Put voor het verzamelen van drainagewater.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
Hevel,Een kokervormige constructie met een verhoogd middengedeelte dat twee wederzijds gelegen wateren met elkaar verbindt.,https://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/69cf7fe4-68ea-4c53-8ac0-477b59e4123a,https://service.pdok.nl/hwh/kunstwerkenimwa/wms/v1_0?request=GetCapabilities&service=WMS,hwh,https://www.hetwaterschapshuis.nl/
